time,pwm,distance,angle,control,velocity,target
1703003598685513394,660000,1.9201456308364868,560000,716112.0,0.0,False
1703003598813969505,660000,2.4031975269317627,560000,716112.0,0.0,False
1703003598876384431,660000,2.98750638961792,560000,716112.0,0.0,False
1703003598986034986,660000,2.98750638961792,560000,716112.0,0.0,False
1703003599071504097,660000,6.2332258224487305,560000,716112.0,0.0,False
1703003599172588949,660000,6.2332258224487305,560000,716112.0,0.0,False
1703003599272122819,660000,6.2332258224487305,560000,716112.0,0.0,False
1703003599381851282,660000,6.2332258224487305,560000,716112.0,0.0,False
1703003599471786171,660000,6.2332258224487305,560000,716112.0,0.06630025058984756,False
1703003599579416690,660000,16.518341064453125,560000,716112.0,0.0,False
1703003599673859060,660000,16.518341064453125,560000,716112.0,0.0,False
1703003599772559171,660000,16.518341064453125,560000,716112.0,0.0,False
1703003599879653856,660000,16.518341064453125,560000,716112.0,0.0,False
1703003599974151245,660000,11.701201438903809,560000,716112.0,0.0,False
1703003600073222541,660000,11.701201438903809,560000,716112.0,0.0,False
1703003600173637485,660000,11.701201438903809,560000,716112.0,0.0,False
1703003600282837004,660000,11.701201438903809,560000,716112.0,0.0,False
1703003600374015559,660000,11.701201438903809,560000,716112.0,0.0,False
1703003600472681430,660000,11.701201438903809,560000,716112.0,0.0,False
